id,screen_name,year,xinzuo,followers_count,friends_count,gender,location,mbrank,verified,verified_type
2282,美羊羊公主是我没错,70,摩羯座,444,377,f,福建,3,False,-1
2283,D_Daisyyyyyy,90,双鱼座,133,282,f,上海,2,False,-1
2284,风中摇曳的狐狸,-1,巨蟹座,2409,422,f,黑龙江,6,False,200
2285,冷冻蓝莓酱,-1,天蝎座,275,36,f,山东,2,False,-1
2286,永无熄灭之日,20,双鱼座,248,513,f,上海,5,False,-1
2287,宇宙泡沫_,-1,天秤座,295,38,f,广东,1,False,-1
2288,_时陆,80,白羊座,178,64,f,广东,1,False,-1
2289,Dear-迪家老姐姐,70,巨蟹座,243,589,f,四川,6,True,0
2290,-小熊月亮欣-,-1,天蝎座,952,534,f,贵州,7,True,0
2291,不焦虑本人,-1,狮子座,43,774,m,湖北,0,False,-1
2292,恭贺小台喜提29,90,双鱼座,491,759,f,上海,1,False,220
2293,Puppy小狗酱,00,天秤座,1622,1148,m,四川,6,True,0
2294,奈涼美智,-1,天蝎座,318,1001,f,河北,5,False,200
2295,子语Stardust,-1,水瓶座,10732,1746,f,北京,6,False,220
2296,一团啾_,-1,摩羯座,15,89,f,江苏,0,False,-1
2297,一笑泯千愁mm,90,白羊座,204,583,m,广西,0,False,-1
2298,每天一杯冰美式咖啡,10,巨蟹座,1,226,m,广东,0,False,-1
2299,楼卷妮,90,水瓶座,1194,699,f,浙江,7,True,0
2300,八三夭想见你,-1,天秤座,269,3136,f,广东,1,False,-1
2301,混沌泥头车,00,白羊座,192,877,f,福建,3,False,-1
2302,MacaBaka-Bear,-1,处女座,698,357,f,安徽,4,True,0
2303,阿尔茨海默症患者_,90,天秤座,321,309,f,四川,7,False,-1
2304,cc在摸鱼_,00,金牛座,181,137,f,安徽,1,False,-1
2305,起起voteforfuture,-1,金牛座,1093,890,f,广东,1,False,220
2306,豚To世界No日常,-1,巨蟹座,162,714,f,上海,7,False,-1
2307,昵称不可用了不起,90,巨蟹座,264,316,m,广东,1,False,-1
2308,鱼忆七秒ly,90,双鱼座,219,1139,f,山东,1,False,-1
2309,莫秋chilip,00,水瓶座,17,65,f,四川,1,False,-1
2310,寒国矿工熊吉君,90,处女座,232,1130,f,北京,3,False,-1
2311,Yeonxue,90,双鱼座,159,444,f,山西,1,False,-1
2312,三愆74839,60,狮子座,31,2447,m,上海,0,False,-1
2313,与太阳肩并肩的靓仔,00,水瓶座,58,591,f,重庆,0,False,-1
2314,臭脚番茄,90,巨蟹座,1127,123,f,重庆,0,False,-1
2315,一块好吃的印度飞饼,-1,天蝎座,176,162,f,上海,0,False,-1
2316,蛙泳达人,90,处女座,6,83,m,北京,0,False,-1
2317,互联网资深冲浪少女,90,处女座,80,91,f,湖北,2,False,-1
2318,hyunah_ly,00,处女座,5,91,f,山东,0,False,-1
2319,哀喵子,90,白羊座,1860,148,f,广东,6,False,-1
2320,Ansuci_,00,狮子座,30,1175,f,四川,0,False,-1
2321,光影也偏爱你,20,天秤座,1,35,f,云南,0,False,-1
2322,朝向远方smile,80,天蝎座,17,1014,f,河南,0,False,-1
2323,-离岛秉烛爝-,00,双鱼座,1216,2162,m,四川,6,True,0
2324,西柚冰砂,-1,天蝎座,88,392,m,湖北,5,False,-1
2325,黑不溜秋宝_502,90,狮子座,231,1247,f,广西,6,False,-1
2326,Mooons-,-1,水瓶座,134,282,f,浙江,4,False,-1
2327,小西西0o,90,白羊座,6665,617,f,上海,6,False,-1
2328,态度少年流星,90,天秤座,261,857,m,天津,6,True,0
2329,态度少年流星,90,天秤座,261,857,m,天津,6,True,0
2330,不是混沌,90,射手座,295,2003,m,广东,1,False,-1
2331,入梦照惊鸿R,-1,狮子座,225,191,f,河南,0,False,-1
2332,早睡好难下次一定,-1,双子座,7,444,f,广东,1,False,-1
2333,Mo楿柰LvLaGo22,00,处女座,162,809,f,四川,2,False,-1
2334,浅向阳,-1,狮子座,426,135,f,浙江,1,False,-1
2335,今天还是没有翻身的咸鱼,00,金牛座,23,130,f,湖南,0,False,-1
2336,orange3oda,90,金牛座,289,545,f,四川,2,False,-1
2337,歌狸,-1,金牛座,751,1457,m,福建,2,False,-1
2338,_Zuflucht_,00,白羊座,15,191,f,广东,6,False,-1
2339,李某andCan灿,00,双子座,149,141,f,江苏,0,False,-1
2340,愿时间可以_,00,射手座,93,459,m,上海,3,True,0
2341,我的星球里只有一朵玫瑰,-1,金牛座,1508,554,f,河南,6,True,0
2342,晨时夜雨眠,00,射手座,14,318,f,山东,0,False,-1
2343,南宫遥洛,90,天秤座,55,141,m,广东,6,False,-1
2344,赠我以永恒,-1,双子座,327,311,f,江苏,6,False,-1
2345,__愚人迪,90,天蝎座,17,113,f,云南,2,False,-1
2346,QQ小兔星,-1,天蝎座,382,823,f,浙江,7,False,-1
2347,絮絮的碎碎念日记,00,金牛座,117,488,f,重庆,0,False,-1
2348,shfly3424云尼桑,-1,狮子座,2126,302,f,重庆,7,False,220
2349,Sosanmi,00,天蝎座,101,273,f,广东,0,False,-1
2350,忖弗来,30,射手座,480,583,f,浙江,0,False,-1
2351,竹羽鵼,-1,双鱼座,347,479,m,江苏,6,False,-1
2352,就会碎碎叨的薯片,00,狮子座,65,123,f,江苏,0,False,-1
2353,猫咪ceicei,90,巨蟹座,26,225,f,贵州,0,False,-1
2354,当地小有名气快乐幸运星,-1,处女座,4,164,f,安徽,0,False,-1
2355,bentou__,90,巨蟹座,207,499,f,江苏,1,False,-1
2356,生煎大侠_,00,天蝎座,8,80,f,江苏,0,False,-1
2357,喜欢茜茜姐,00,天蝎座,1,64,f,湖南,0,False,-1
2358,星辰恰似你灿烂,10,狮子座,17,203,f,新疆,0,False,-1
2359,也你联系一下,90,处女座,1,210,f,安徽,0,False,-1
2360,方烛_,90,白羊座,142,994,f,福建,4,False,-1
2361,蓦然的遇见,00,双鱼座,1,154,f,山东,0,False,-1
2362,-Jessie-003,00,摩羯座,371,426,f,广东,4,False,-1
2363,L李沂芸,90,双鱼座,230,707,f,山西,3,False,-1
2364,大桥贤四郎,10,巨蟹座,392,526,f,上海,0,False,-1
2365,末世疯柯,10,水瓶座,162,903,f,甘肃,2,False,-1
2366,山嵐茜影俊麗,90,白羊座,45,168,f,台湾,0,False,-1
2367,秋婷仔_,00,天蝎座,14,102,f,广东,0,False,-1
2368,陳尴尬z,-1,双子座,320,768,m,广西,4,False,-1
2369,JayJaykzzx,00,巨蟹座,18,161,f,江苏,0,False,-1
2370,小怪兽有人陪,10,摩羯座,1205,2883,f,广东,0,False,-1
2371,别叫我宝宝_bb,90,双鱼座,705,298,f,北京,7,False,-1
2372,我偏偏想要一个人_5657,90,射手座,41,612,f,广东,6,False,-1
2373,佩罗耐,90,摩羯座,1,99,m,广东,0,False,-1
2374,小饿喵-Amor,90,处女座,67118,850,f,江苏,4,True,0
2375,小饿喵-Amor,90,处女座,67118,850,f,江苏,4,True,0
2376,木向登之,90,双子座,16,110,f,江苏,1,False,-1
2377,寄晚意,-1,天秤座,100,405,f,江苏,1,False,-1
2378,贺春来锈,00,水瓶座,150,397,f,辽宁,4,False,-1
2379,小丸子是百合花和榴莲杀手_605,90,射手座,57,272,f,重庆,0,False,-1
2380,-半糖阿团-,00,处女座,13,415,f,重庆,0,False,-1
2381,Yike糖豆,90,天秤座,397,775,f,北京,1,False,-1
2382,雪盐泡,-1,摩羯座,2,207,f,广东,0,False,-1
2383,Autumn-Of-Ink,20,处女座,184,307,f,江苏,2,False,-1
2384,碎嘴的二狗子,-1,天秤座,1339,334,f,天津,6,False,-1
2385,AuYZn,-1,摩羯座,3,243,f,甘肃,0,False,-1
2386,暮看菲菲儿,-1,巨蟹座,25,32,f,北京,0,False,-1
2387,LysiaoRo,10,天蝎座,85,256,m,福建,1,False,-1
2388,用户7839154868,90,狮子座,1,9,m,广东,0,False,-1
2389,好运百分豆zi,-1,双鱼座,355,245,f,湖北,4,False,-1
2390,港风美女梁家辉,-1,天秤座,574,723,f,北京,2,False,220
2391,虞甜甜呀,-1,摩羯座,6628,505,f,河南,2,True,0
2392,一场修行丶Monica,-1,狮子座,802,115,f,上海,0,False,220
2393,一罐头冰,00,天蝎座,56,98,f,浙江,2,False,-1
2394,小酥肉艺术家,-1,天秤座,58,202,f,北京,6,False,-1
2395,哔-哔哔-哔哔,90,白羊座,395,702,m,广东,0,False,-1
2396,勾勾的理想世界,-1,摩羯座,353,529,f,四川,4,False,-1
2397,混苦人,90,双鱼座,154,188,m,陕西,0,False,-1
2398,芋太狼,-1,天秤座,2329,315,f,江苏,7,True,0
2399,-RingmYbell417,-1,水瓶座,5,203,f,重庆,3,False,-1
2400,熔炉小狗,-1,白羊座,253,358,m,北京,1,False,-1
2401,喵小毛是小怂猫,90,摩羯座,184,1005,f,河南,6,False,-1
2402,Bacon_ice_cream,90,金牛座,246,433,f,河北,3,False,-1
2403,a盐渍菠萝,00,双鱼座,273,603,f,山东,0,False,-1
2404,填白同学,-1,双鱼座,6742,1180,f,北京,6,True,0
2405,asilwen,-1,射手座,8,486,f,天津,0,False,-1
2406,·AuRO·,00,狮子座,1087,326,m,重庆,6,False,-1
2407,小玩子卖樱桃,00,巨蟹座,57,93,f,重庆,0,False,-1
2408,超级鸡汁豆,90,白羊座,111,680,m,上海,4,False,-1
2409,奶茶杀手QWQ,00,天蝎座,255,969,f,广东,1,False,-1
2410,南有榴芒园,-1,天蝎座,180,410,f,北京,7,False,-1
2411,东晓加碳,-1,天秤座,11836,401,f,天津,7,False,-1
2412,February-dreamer,-1,双鱼座,295,1605,f,福建,3,False,-1
2413,专业翻新魔法斗篷,90,摩羯座,20,142,f,北京,5,False,-1
2414,裘球那个球,00,射手座,42,155,f,安徽,2,False,-1
2415,本身来说是个迷妹,90,水瓶座,818,1222,f,北京,7,False,-1
2416,修猫是狗,-1,摩羯座,47,153,f,河北,1,False,-1
2417,薄荷糖的星星,-1,金牛座,17,199,f,广东,4,False,-1
2418,太阳咯_xxxF,90,射手座,175,416,f,北京,4,True,0
2419,麦麦儿童乐园,-1,射手座,633,755,f,广东,0,False,220
2420,是红彤彤的郭郭呀,90,双子座,3,98,f,甘肃,0,False,-1
2421,兔然暴富_yeah,-1,处女座,312,247,f,内蒙古,3,False,-1
2422,核金水獭X17,90,狮子座,302,1730,m,广东,0,False,-1
2423,玖月风语,-1,处女座,2,51,f,广西,0,False,-1
2424,Daisy小熊妮妮,-1,狮子座,565,172,f,浙江,4,True,0
2425,猫普拉,-1,摩羯座,7827,1300,m,广西,6,False,220
2426,凌晨3点的故事,-1,狮子座,28,78,f,河南,0,False,-1
2427,赵侯张李,80,狮子座,7,316,m,河南,0,False,-1
2428,_夏妍萌萌萌,-1,双鱼座,1195,518,f,天津,6,True,0
2429,静之冰,-1,天蝎座,4320,445,f,北京,7,False,-1
2430,ZHUNA-0703,90,巨蟹座,785,514,f,内蒙古,7,False,-1
2431,家养小熊猫计划,-1,双子座,25,252,f,上海,0,False,-1
2432,我是眞的讨厌上班,90,射手座,49,54,f,福建,6,True,0
2433,禾麦切片方糕,90,巨蟹座,1,270,f,广东,0,False,-1
2434,福建千里香馄饨王成瘾患者,90,狮子座,664,739,f,上海,4,False,-1
2435,请给我充能步枪,-1,巨蟹座,1299,468,f,湖南,6,False,220
2436,叶佳航cms,00,水瓶座,9,292,f,黑龙江,0,False,-1
2437,Panda想问问we啥时候倒闭,90,处女座,117,501,m,上海,5,False,-1
2438,_酱悠_,-1,双鱼座,12227,586,f,上海,7,False,220
2439,咋就这么扯,90,摩羯座,1,194,m,四川,0,False,-1
2440,是只爱哭熊,00,双鱼座,1,160,f,天津,0,False,-1
2441,阴暗的吃瓜,-1,双子座,1,95,m,西藏,0,False,-1
2442,我独自珍藏的快乐hh,-1,处女座,93,155,f,北京,1,False,-1
2443,TXP0615,00,天蝎座,6,148,m,江西,0,False,-1
2444,秋de海棠,90,巨蟹座,661,433,m,河南,1,False,-1
2445,如果我在角落里遇见她-,80,双鱼座,105,105,m,重庆,0,False,-1
2446,无妺仇,00,摩羯座,6,61,f,陕西,1,False,-1
2447,寒小夜夜,-1,白羊座,158,306,f,北京,7,False,-1
2448,层层酥Sophia,90,天秤座,1,142,f,浙江,0,False,-1
2449,桜未雨,-1,处女座,327,86,f,浙江,2,False,-1
2450,一只维懒懒,90,金牛座,454,282,f,重庆,0,False,-1
2451,雙手紧握0738,80,狮子座,168,97,f,湖南,5,False,-1
2452,南国没有红豆豆,90,白羊座,49,267,f,四川,1,False,-1
2453,Lesliemeapple,90,白羊座,3,27,f,广东,1,False,-1
2454,躺平看世界2030,90,双子座,9591,5245,m,上海,4,True,0
2455,你不需要知道它,90,双鱼座,263,146,f,浙江,1,False,-1
2456,徐浩然Xh,-1,水瓶座,3569,81,m,北京,6,False,-1
2457,小陈陈_Cc,-1,狮子座,148,315,f,上海,0,False,-1
2458,我-吃-柠-檬,90,双鱼座,38,63,m,河北,6,False,-1
2459,你请闭嘴1,00,天蝎座,689,358,f,新疆,2,False,-1
2460,喻雯冰粥铺,00,天蝎座,43,159,f,广东,2,False,-1
2461,城东-城西,70,巨蟹座,1487,589,m,辽宁,0,False,-1
2462,keexline,90,金牛座,5,184,f,陕西,1,False,-1
2463,洛熙Tori_,00,双子座,713,571,f,湖北,4,False,-1
2464,CreamyQ_,00,天秤座,28,542,f,广东,1,False,-1
2465,Wxhnhaojiu,90,巨蟹座,45,1178,f,山东,0,False,-1
2466,流水水流水,80,天秤座,3,63,m,江苏,0,False,-1
2467,天际遥山小-,90,双鱼座,187,252,f,江苏,4,False,-1
2468,大G大栗,-1,狮子座,122,99,f,山西,1,False,-1
2469,我是橙咬金,80,白羊座,2,9,f,广东,0,False,-1
2470,bon-chouchou,-1,双子座,1844,201,f,四川,7,False,-1
2471,一颗甜chen子,-1,狮子座,46,49,f,江苏,1,False,-1
2472,小菠萝公主,-1,双鱼座,2750,717,f,福建,7,False,-1
2473,粉红泡泡雲,-1,狮子座,443,632,f,四川,1,False,-1
2474,钰丸小璇团_Yeji,90,摩羯座,11342,318,m,黑龙江,6,True,0
2475,爱丝尤拉达的移动地堡,-1,摩羯座,1,50,f,北京,2,False,-1
2476,快乐猪咪饲养员0126,90,双子座,1303,448,f,广东,7,True,0
2477,T_TOOGI_I,00,天蝎座,1397,1112,f,北京,6,False,-1
2478,Round_bottle,00,白羊座,24,843,f,广东,0,False,-1
2479,365天都热爱学习的我,-1,处女座,578,647,f,湖北,0,False,-1
2480,晏君寻13,90,水瓶座,4,307,f,河南,0,False,-1
2481,瀧先生饿了,00,水瓶座,1,52,m,四川,0,False,-1
2482,面包星人a,-1,天蝎座,90,52,f,江西,7,False,-1
2483,苦中偷乐取乐作乐享乐终有乐,-1,金牛座,140,269,m,安徽,5,False,-1
2484,奶酪味的小点点,90,摩羯座,3,72,f,江苏,5,False,-1
2485,嘉小兔tutu,-1,狮子座,322,67,f,天津,4,False,-1
2486,安拉安拉vvy,-1,水瓶座,809,356,f,上海,6,False,-1
2487,-湫涯行川-,50,狮子座,3001,147,f,重庆,6,True,0
2488,夏肉丝,90,巨蟹座,131,153,f,福建,3,False,-1
2489,小赵今天早睡了吗1640,-1,天蝎座,4452,940,f,山东,7,True,0
2490,-wait-for-me--,00,双鱼座,80,195,m,福建,0,False,-1
2491,Chillww-,-1,双鱼座,192,177,f,北京,6,False,-1
2492,L雨L落L,00,巨蟹座,49,70,f,重庆,2,False,-1
2493,COCOCKJ,-1,双子座,13,459,f,上海,0,False,-1
2494,樱恋精灵_389,90,水瓶座,66,913,f,辽宁,1,False,-1
2495,暮妍Stella,-1,天蝎座,1570,417,f,天津,6,False,-1
2496,x一盒夹星小饼干x,00,双子座,166,270,f,宁夏,0,False,-1
2497,Hatsusora_7,-1,摩羯座,19,506,f,上海,3,False,-1
2498,了不起的小清清诶,-1,双子座,172,201,f,辽宁,6,False,-1
2499,爱在心海,90,巨蟹座,503,7748,m,河北,7,False,220
2500,二狗子重生黑化版,00,天秤座,63,246,f,海南,0,False,-1
2501,多加一点芋圆-,00,狮子座,57,65,f,重庆,1,False,-1
2502,StrawberryCoke,90,白羊座,186,463,f,上海,6,False,-1
2503,用户2276497415,80,金牛座,297,825,f,上海,1,False,-1
2504,桃花小仙_,90,射手座,358,570,m,广东,3,False,220
2505,枂落霜天-love-sugar,-1,双子座,366,389,f,上海,7,False,-1
2506,早春唐尼糖鱼,00,双鱼座,2255,6846,f,广东,5,False,-1
2507,Jankin_Rao,-1,摩羯座,718,3211,m,广东,7,True,0
2508,奶酥的小鱼干,90,天秤座,13,974,m,北京,0,False,-1
2509,野米姐姐,00,双鱼座,304392,167,f,北京,5,False,-1
2510,喻以为歌,90,天秤座,1,99,f,天津,0,False,-1
2511,hxy0589,-1,摩羯座,41,124,f,北京,1,False,-1
2512,小贝的桃子,10,巨蟹座,469,347,m,陕西,0,False,220
2513,不要雨天要Rainie,00,处女座,109,582,f,浙江,2,False,-1
2514,Dusty_Blue,-1,白羊座,234,89,f,北京,4,True,0
2515,Freedom丶L183,-1,白羊座,98,428,m,河南,1,False,-1
2516,贺茂丨义心,00,射手座,1,31,m,河北,0,False,-1
2517,LL今年也要好好工作嗷,90,水瓶座,181,845,m,四川,0,False,-1
2518,闪亮亮的SIREN,90,白羊座,2791,1310,f,浙江,5,False,-1
2519,呼独可丽饼,70,双子座,2723,171,f,广东,7,False,220
2520,蜀山亦玄,90,双子座,43,51,m,黑龙江,0,False,-1
2521,十三鬼月,80,天秤座,208,685,m,上海,7,False,-1
2522,头像不是本人002,-1,处女座,19,69,f,天津,1,False,-1
2523,stronger818,90,狮子座,639,212,m,北京,1,False,-1
2524,改换换改个名,-1,天蝎座,101,566,m,广东,0,False,-1
2525,xieyubei_ss,10,狮子座,475,158,m,湖南,5,False,-1
2526,查渣渣y,90,水瓶座,119,197,f,安徽,0,False,-1
2527,麦浪金黄_,90,白羊座,378,1622,m,江苏,6,False,-1
2528,白茶五分糖,10,天秤座,709,677,f,北京,3,False,-1
2529,tiinging,00,双鱼座,2013,466,f,北京,1,True,0
2530,松萘筱筱,00,射手座,124,167,f,上海,2,False,-1
2531,Sharemy-粿果君,90,射手座,167,875,f,上海,6,False,-1
2532,小橘獅子廚,00,巨蟹座,419,834,f,广东,3,False,-1
2533,倩倩嗷,90,双鱼座,679,468,f,北京,2,True,0
2534,KN的K是KO的K,-1,双鱼座,841,1213,m,上海,5,False,220
2535,裕歌海園香,90,水瓶座,351,1753,f,北京,5,False,-1
2536,zhang小萍子,90,天秤座,103,559,f,河南,0,False,-1
2537,行半,90,摩羯座,361,928,f,湖北,0,False,-1
2538,不设水印,-1,巨蟹座,1,72,m,北京,1,False,-1
2539,人活着为了靖仪,-1,狮子座,281,1752,m,上海,0,False,-1
2540,摘星星的兔子老师,-1,金牛座,1039,1075,f,广东,1,True,0
2541,你下了个蛋,-1,天秤座,984,401,f,浙江,4,False,-1
2542,云无心而出岫L,-1,天秤座,136,337,f,河南,1,False,-1
2543,唐初纶,90,天蝎座,46,319,f,安徽,0,False,-1
2544,鲨鲨睡着了_,-1,射手座,4,30,f,江苏,2,False,-1
2545,村头有棵桃树精,-1,摩羯座,197,1013,f,江苏,1,False,-1
2546,这是个重新做人的小号爱咋咋地吧,-1,摩羯座,100,241,f,重庆,5,False,-1
2547,Amirazz-,-1,射手座,248,337,f,江苏,6,False,-1
2548,美丽的小浮萍,-1,水瓶座,104,52,f,山东,0,False,-1
2549,你吃了可爱多么,90,金牛座,276,2018,f,河南,3,False,-1
2550,风凌箐213,80,水瓶座,20,316,f,山西,0,False,-1
2551,sunny7772019,80,金牛座,8,138,f,上海,0,False,-1
2552,-桃桃夹心小面包-,20,水瓶座,60,849,f,吉林,1,False,-1
2553,敛月色,-1,处女座,709,489,f,安徽,5,False,-1
2554,-月姫-,-1,双鱼座,13334,427,f,上海,5,True,0
2555,Ketchup超酸,90,天蝎座,170,562,m,上海,6,False,-1
2556,踩到我的小尾巴了,90,处女座,1072,933,m,黑龙江,6,True,0
2557,奶斯兔米油兔,10,摩羯座,208,53,m,北京,1,False,-1
2558,钟鸿钧,70,白羊座,160983,1930,m,上海,6,True,0
2559,鸡翅今天进店了吗,00,射手座,40,300,f,福建,0,False,-1
2560,傅里叶要学会自己变换,00,处女座,7,100,f,江苏,1,False,-1
2561,西安Cos站,-1,双子座,10034,310,f,陕西,7,True,0
2562,LycheeeSoda_,-1,白羊座,133,156,f,湖北,5,False,-1
2563,是远坂琳,-1,双鱼座,240,903,f,贵州,1,False,-1
2564,保八冲九争第一_J,90,射手座,106,369,f,江苏,6,False,-1
2565,今天会出奇遇嘛,-1,金牛座,5,37,f,安徽,1,False,-1
2566,好运野兽,-1,天秤座,26,680,f,浙江,6,False,-1
2567,2hJiAs,-1,双子座,731,458,f,北京,7,False,220
2568,laurel-A,00,狮子座,48,243,f,福建,0,False,-1
2569,一千零二十三,00,射手座,291,1023,f,辽宁,6,True,0
2570,香蕉泥芭啦,90,狮子座,8,300,m,重庆,4,False,-1
2571,兜小孩同学,10,金牛座,1117,1212,f,广东,6,True,0
2572,丶Angelos,-1,白羊座,3534,954,f,北京,7,True,0
2573,吐司卡壳鲤-,-1,处女座,145,1844,f,广东,4,False,-1
2574,捞月亮的鸟,-1,白羊座,507,78,f,广东,3,False,200
2575,二宫琳子-Rinko,90,狮子座,82218,2616,f,广东,7,True,0
2576,割手,-1,双鱼座,5364,530,m,江西,7,False,-1
2577,TaeCode,90,水瓶座,309,1275,m,湖南,1,False,220
2578,苹果和命运,90,天蝎座,7,166,m,辽宁,2,False,-1
2579,重生版呋喃噻吩,90,狮子座,28,953,f,江苏,1,False,-1
2580,向晨诗A,90,巨蟹座,56,65,m,四川,1,False,-1
2581,闪光不带电,-1,射手座,197,261,f,上海,1,False,-1
2582,就就就就就爱番茄炒西红柿,-1,双子座,84,309,f,江苏,1,False,-1
2583,学着,-1,金牛座,1736,936,f,四川,7,False,-1
2584,吒扣_fuyuko,-1,狮子座,1332,1335,f,广东,2,True,0
2585,画画画画画眉,-1,双子座,595,200,f,重庆,6,False,-1
2586,盖茨的wangbakezi,-1,水瓶座,58,294,m,青海,0,False,-1
2587,小绿Yuki,90,水瓶座,10,150,f,浙江,4,False,-1
2588,啊我啊是小熊啊,10,狮子座,972,770,m,广东,1,False,-1
2589,abcd纯牛奶,90,白羊座,33,491,f,上海,0,False,-1
2590,Ouniyyl,90,狮子座,645,900,f,浙江,3,False,-1
2591,辛德瑞拉小公举,00,巨蟹座,54,509,f,广西,1,False,-1
2592,山茶花味小饼干,20,双鱼座,13,194,m,新疆,0,False,-1
2593,蛋七分熟,-1,天秤座,122,279,f,上海,2,False,-1
2594,呼吸过度的绿,90,双子座,121,662,f,湖南,0,False,-1
2595,素履以往Starry,-1,天蝎座,96,223,f,浙江,1,False,-1
2596,种兔子的皮皮,-1,射手座,124,826,f,江苏,6,False,220
2597,凌煙枯蝶,-1,双子座,1231,671,f,江苏,1,True,0
2598,吴起伏是阿怪啊,-1,双鱼座,705,1023,f,上海,1,False,220
2599,人生海海好好倔强,-1,金牛座,287,431,m,上海,4,False,-1
2600,超高校级的般配,-1,白羊座,12,474,f,湖南,1,False,-1
2601,新气候选人,00,天蝎座,1,54,f,河南,1,False,-1
2602,欣欣哦哟,90,狮子座,119,333,f,陕西,1,False,-1
2603,小麦麦咪,-1,水瓶座,6447,318,f,北京,6,True,0
2604,听说昵称长的人运气一般不会太差,-1,天秤座,229,2043,m,北京,0,False,-1
2605,流星丧豚,90,巨蟹座,212,544,f,北京,2,False,-1
2606,Flora_willy,00,天蝎座,241,2034,f,河南,1,False,-1
2607,远山鸾,-1,双鱼座,588,569,f,湖北,1,True,0
2608,平平无奇的小古L,00,双鱼座,3,127,m,江苏,0,False,-1
2609,听说昵称长的人运气一般不会太差,-1,天秤座,229,2043,m,北京,0,False,-1
2610,第弎蓧綫,90,巨蟹座,165,123,m,广东,2,False,-1
2611,Kimberleyyyyyyyy,90,水瓶座,459,387,f,山东,7,False,-1
2612,-shawn233,90,狮子座,56,901,m,广东,0,False,-1
2613,咬猫的哈士奇,90,天蝎座,60,3023,f,上海,1,False,-1
2614,简宝瓜子碾,-1,天秤座,675,2342,f,北京,3,False,-1
2615,Fernweh_07,00,金牛座,339,401,f,江苏,5,True,0
2616,老子信了你的邪ing,-1,天蝎座,396,2067,f,江苏,6,True,0
2617,林海雪原2964,70,天秤座,260,5161,m,上海,0,False,-1
2618,向日葵与下雨天,-1,双鱼座,27,220,f,江苏,0,False,-1
2619,喜乐桃er,-1,双子座,76,1356,f,天津,6,False,-1
2620,摸鱼泰椤,-1,金牛座,957,1054,m,上海,6,True,0
